who,what,when,where,why,how,sentence,original_text,chunk_index,field_count,umap_x,umap_y,umap_x_3d,umap_y_3d,umap_z_3d,cluster,color_temporal,hover_text
,died,"1702, January 6, just four years to a day",,e I was born,,"Someone died during 1702, January 6 because e I was born","He died in 1702, January 6, old style, just four years to a day
before I was born.",0,3,9.585919,9.124599,5.1130414,13.192008,2.2581766,0,0,"<b>Who:</b> <br><b>What:</b> died<br><b>Where:</b> <br><b>When:</b> 1702, January 6, just four years to a day<br><b>Why:</b> e I was born<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,struck you,,Ecton,"something
extraordinary",,"Someone struck you in Ecton because something
extraordinary","The account we received of his life and character
from some old people at Ecton, I remember, struck you as something
extraordinary, from its similarity to what you knew of mine.",0,3,9.455327,11.763062,6.395343,14.698754,3.3458762,0,0,"<b>Who:</b> <br><b>What:</b> struck you<br><b>Where:</b> Ecton<br><b>When:</b> <br><b>Why:</b> something
extraordinary<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,supposed transmigration,the same day,,,,Someone supposed transmigration during the same day,"""Had he
died on the same day,"" you said, ""one might have supposed a
transmigration.",0,2,11.861828,11.460085,4.061265,15.707382,4.146586,0,0,<b>Who:</b> <br><b>What:</b> supposed transmigration<br><b>Where:</b> <br><b>When:</b> the same day<br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
John,believe,,,bred a dyer,,John believe because bred a dyer,"""

John was bred a dyer, I believe of woolens.",0,3,8.780899,8.744115,6.491891,13.328673,2.7379868,0,0,<b>Who:</b> John<br><b>What:</b> believe<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> bred a dyer<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Benjamin,bred dyer,,London,"bred a silk
dyer",,"Benjamin bred dyer in London because bred a silk
dyer","Benjamin was bred a silk
dyer, serving an apprenticeship at London.",0,4,8.930256,8.457041,6.4367414,12.976886,2.6710644,0,0,"<b>Who:</b> Benjamin<br><b>What:</b> bred dyer<br><b>Where:</b> London<br><b>When:</b> <br><b>Why:</b> bred a silk
dyer<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,remember him,some years,Boston,"a boy he came over to my father in
Boston",us,"Someone remember him in Boston during some years because a boy he came over to my father in
Boston by us","I
remember him well, for when I was a boy he came over to my father in
Boston, and lived in the house with us some years.",0,5,10.155456,8.520238,5.801751,13.353274,3.572603,0,0,"<b>Who:</b> <br><b>What:</b> remember him<br><b>Where:</b> Boston<br><b>When:</b> some years<br><b>Why:</b> a boy he came over to my father in
Boston<br><b>How:</b> us<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,lived,,,,,Someone lived,"He lived to a great
age.",0,1,11.577007,13.176066,4.437048,16.707422,3.4812293,0,0,<b>Who:</b> <br><b>What:</b> lived<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Samuel Franklin,lives,,Boston,,,Samuel Franklin lives in Boston,"His grandson, Samuel Franklin, now lives in Boston.",0,3,9.763016,7.922478,6.043442,12.653399,2.8538928,0,0,<b>Who:</b> Samuel Franklin<br><b>What:</b> lives<br><b>Where:</b> Boston<br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,left volumes,,MS,ional pieces addressed to his friends and relations,,Someone left volumes in MS because ional pieces addressed to his friends and relations,"He left behind
him two quarto volumes, MS., of his own poetry, consisting of little
occasional pieces addressed to his friends and relations, of which the
following, sent to me, is a specimen.",0,3,9.024407,10.80011,5.4510317,15.572089,2.8497238,0,0,<b>Who:</b> <br><b>What:</b> left volumes<br><b>Where:</b> MS<br><b>When:</b> <br><b>Why:</b> ional pieces addressed to his friends and relations<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,forgot it,,,"med a short-hand of
his own",,"Someone forgot it because med a short-hand of
his own","He had formed a short-hand of
his own, which he taught me, but, never practising it, I have now forgot
it.",0,2,10.775977,12.200486,5.1166086,16.232922,3.6847403,0,0,"<b>Who:</b> <br><b>What:</b> forgot it<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> med a short-hand of
his own<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,named,,,named after this uncle,,Someone named because named after this uncle,"I was named after this uncle, there being a particular affection
between him and my father.",0,2,8.70856,11.191024,6.665024,15.175246,3.1649408,0,0,<b>Who:</b> <br><b>What:</b> named<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> named after this uncle<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,fell,"1641, 1717",London,appears by the numbering,lately,Someone fell in London during 1641 because appears by the numbering by lately,"There fell lately into my hands, in
London, a collection he had made of all the principal pamphlets,
relating to public affairs, from 1641 to 1717; many of the volumes are
wanting as appears by the...",0,5,10.046495,9.858514,4.622737,13.846479,3.1673572,0,0,"<b>Who:</b> <br><b>What:</b> fell<br><b>Where:</b> London<br><b>When:</b> 1641, 1717<br><b>Why:</b> appears by the numbering<br><b>How:</b> lately<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,brought them,,,,them,Someone brought them by them,"A dealer in
old books met with them, and knowing me by my sometimes buying of him,
he brought them to me.",0,2,11.117648,12.647706,5.060469,16.763111,4.266553,0,0,<b>Who:</b> <br><b>What:</b> brought them<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> them<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,seems,about fifty years,America,about fifty years since,,Someone seems in America during about fifty years because about fifty years since,"It seems my uncle must have left them here, when
he went to America, which was about fifty years since.",0,4,10.197958,10.88283,4.5879526,15.759548,2.6100488,0,0,<b>Who:</b> <br><b>What:</b> seems<br><b>Where:</b> America<br><b>When:</b> about fifty years<br><b>Why:</b> about fifty years since<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,are many,,,,,Someone are many,"There are many of
his notes in the margins.",0,1,10.554537,13.998045,5.369384,17.893442,3.9164996,0,0,<b>Who:</b> <br><b>What:</b> are many<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,follow words,,,,,Someone follow words,"¹ Here follow in the margin the words, in brackets, ""here insert it,""
but the poetry is not given.",0,1,8.156214,11.189128,5.412704,16.956337,2.6215522,0,0,<b>Who:</b> <br><b>What:</b> follow words<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Sparks, Emmons",informs us,,Boston,ms us (Life of Franklin,,"Sparks, Emmons informs us in Boston because ms us (Life of Franklin","Mr. Sparks informs us (Life of Franklin,
p. 6) that these volumes had been preserved, and were in possession of
Mrs. Emmons, of Boston, great-grandmother of their author.",0,4,9.984617,8.10745,6.0213203,12.827016,3.0781236,0,0,"<b>Who:</b> Sparks, Emmons<br><b>What:</b> informs us<br><b>Where:</b> Boston<br><b>When:</b> <br><b>Why:</b> ms us (Life of Franklin<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Queen Mary,,,Reformation,early in the Reformation,reign,Queen Mary did something in Reformation because early in the Reformation by reign,"This obscure family of ours was early in the Reformation, and continued
Protestants through the reign of Queen Mary, when they were sometimes in
danger of trouble on account of their zeal against po...",0,4,7.3567977,10.738495,7.039933,15.08509,2.2010362,0,0,<b>Who:</b> Queen Mary<br><b>What:</b> <br><b>Where:</b> Reformation<br><b>When:</b> <br><b>Why:</b> early in the Reformation<br><b>How:</b> reign<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,got Bible,,,"fastened open
with tapes under and within the cover of a joint-stool",tapes,"Someone got Bible because fastened open
with tapes under and within the cover of a joint-stool by tapes","They had got
an English Bible, and to conceal and secure it, it was fastened open
with tapes under and within the cover of a joint-stool.",0,3,7.5200267,10.8221445,6.6676908,15.455508,1.920018,0,0,"<b>Who:</b> <br><b>What:</b> got Bible<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> fastened open
with tapes under and within the cover of a joint-stool<br><b>How:</b> tapes<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,turned stool,,,,,Someone turned stool,"When my
great-great-grandfather read it to his family, he turned up the
joint-stool upon his knees, turning over the leaves then under the
tapes.",0,1,11.289543,13.69112,4.8860874,17.480612,4.4881406,0,0,<b>Who:</b> <br><b>What:</b> turned stool<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,stood,,,an officer of the spiritual court,,Someone stood because an officer of the spiritual court,"One of the children stood at the door to give notice if he saw
the apparitor coming, who was an officer of the spiritual court.",0,2,7.7460356,11.504001,6.79753,15.779567,2.7172065,0,0,<b>Who:</b> <br><b>What:</b> stood<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> an officer of the spiritual court<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,turned,,,e the stool was turned down again upon its feet,,Someone turned because e the stool was turned down again upon its feet,"In that
case the stool was turned down again upon its feet, when the Bible
remained concealed under it as before.",0,2,11.240861,13.632176,4.954729,17.360455,4.5685363,0,0,<b>Who:</b> <br><b>What:</b> turned<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> e the stool was turned down again upon its feet<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
Benjamin,,,,,,Benjamin did something,"This anecdote I had from my uncle
Benjamin.",0,1,9.290715,7.7558503,6.473455,12.787006,2.6613965,0,0,<b>Who:</b> Benjamin<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Benjamin, Josiah",continued all,,Northamptonshire,"nonconformity holding conventicles in
Northamptonshire",Church,"Benjamin, Josiah continued all in Northamptonshire because nonconformity holding conventicles in
Northamptonshire by Church","The family continued all of the Church of England till about
the end of Charles the Second's reign, when some of the ministers that
had been outed for nonconformity holding conventicles in
Northamp...",0,5,9.397083,7.539039,6.420957,12.473544,2.5742192,0,0,"<b>Who:</b> Benjamin, Josiah<br><b>What:</b> continued all<br><b>Where:</b> Northamptonshire<br><b>When:</b> <br><b>Why:</b> nonconformity holding conventicles in
Northamptonshire<br><b>How:</b> Church<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
Josiah,carried wife,about 1682,New England,,children,Josiah carried wife in New England during about 1682 by children,"Josiah, my father, married young, and carried his wife with three
children into New England, about 1682.",0,5,9.430345,7.6251473,6.403398,12.4792795,2.5768838,0,0,<b>Who:</b> Josiah<br><b>What:</b> carried wife<br><b>Where:</b> New England<br><b>When:</b> about 1682<br><b>Why:</b> <br><b>How:</b> children<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,forbidden,,,"prevailed
with to accompany them thither",law,"Someone forbidden because prevailed
with to accompany them thither by law","The conventicles having been
forbidden by law, and frequently disturbed, induced some considerable
men of his acquaintance to remove to that country, and he was prevailed
with to accompany them thi...",0,3,8.43748,12.227882,6.7979198,15.985016,3.1064696,0,0,"<b>Who:</b> <br><b>What:</b> forbidden<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> prevailed
with to accompany them thither<br><b>How:</b> law<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
"Abiah Folger, Peter Folger, Cotton Mather, Englishman",,,New England,Abiah Folger,Mather,"Abiah Folger, Peter Folger did something in New England because Abiah Folger by Mather","My mother, the
second wife, was Abiah Folger, daughter of Peter Folger, one of the
first settlers of New England, of whom honorable mention is made by
Cotton Mather, in his church history of that c...",0,4,8.444314,8.409367,6.83873,13.415899,2.602751,0,0,"<b>Who:</b> Abiah Folger, Peter Folger, Cotton Mather, Englishman<br><b>What:</b> <br><b>Where:</b> New England<br><b>When:</b> <br><b>Why:</b> Abiah Folger<br><b>How:</b> Mather<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,heard,,,"ional
pieces",only,"Someone heard because ional
pieces by only","I have heard that he wrote sundry small occasional
pieces, but only one of them was printed, which I saw now many years
since.",0,3,8.719464,11.197026,6.68887,15.572941,3.975841,0,0,"<b>Who:</b> <br><b>What:</b> heard<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> ional
pieces<br><b>How:</b> only<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,written,1675,,written in 1675,,Someone written during 1675 because written in 1675,"It was written in 1675, in the home-spun verse of that time and
people, and addressed to those then concerned in the government there.",0,3,8.965401,9.445877,5.510655,13.7447405,1.9577637,0,0,<b>Who:</b> <br><b>What:</b> written<br><b>Where:</b> <br><b>When:</b> 1675<br><b>Why:</b> written in 1675<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
,appeared,,,"written with a good deal of decent plainness and manly
freedom",deal,"Someone appeared because written with a good deal of decent plainness and manly
freedom by deal","The whole
appeared to me as written with a good deal of decent plainness and manly
freedom.",0,3,8.246065,11.153766,6.057179,15.885836,2.050821,0,0,"<b>Who:</b> <br><b>What:</b> appeared<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> written with a good deal of decent plainness and manly
freedom<br><b>How:</b> deal<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,says,,,to be a libeller (says he),,Someone says because to be a libeller (says he),"""Because to be a libeller (says he)",0,2,8.484154,11.184573,5.8953166,15.865946,2.0951717,0,0,<b>Who:</b> <br><b>What:</b> says<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> to be a libeller (says he)<br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
"Sherburne, Peter Folgier",,,,,heart,"Sherburne, Peter Folgier did something by heart","I hate it with my heart;
 From Sherburne town, where now I dwell
 My name I do put here;
 Without offense your real friend,
 It is Peter Folgier.",0,2,8.410762,8.23072,7.0801086,13.300336,2.839424,0,0,"<b>Who:</b> Sherburne, Peter Folgier<br><b>What:</b> <br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> heart<br><b>Chunk:</b> 0<br><b>Cluster:</b> 0"
,put apprentices,,,,,Someone put apprentices,My elder brothers were all put apprentices to different trades.,0,1,9.294884,11.205411,5.498184,15.371244,2.9025917,0,0,<b>Who:</b> <br><b>What:</b> put apprentices<br><b>Where:</b> <br><b>When:</b> <br><b>Why:</b> <br><b>How:</b> <br><b>Chunk:</b> 0<br><b>Cluster:</b> 0
